Slip Angle (deg),FZ = 300 N,FZ = 500 N,FZ = 700 N,FZ = 900 N,FZ = 1100 N
0.0,0.04426311640354706,0.02447546903163822,0.00754911360058938,0.005480924020774783,0.014625654523453008
0.10000000000000142,0.12901953168311187,0.10235655009974715,0.0769224968468005,0.05504536345508681,0.037566652416804576
0.20000000000000107,0.2131911950217955,0.1798694395475079,0.1460914111544076,0.11546964770141362,0.08971302281631752
0.3000000000000007,0.2964364640716598,0.25676103348530044,0.2148867609963925,0.17568704605615268,0.14175145490992705
0.40000000000000036,0.37843212110496316,0.33278790066985203,0.28314357671148155,0.2355941386847749,0.19362038894927688
0.5,0.45887911242552104,0.407719801827662,0.35070276037733694,0.2950896856772005,0.24525893102025423
0.6000000000000014,0.5375072410556259,0.4813427528585039,0.41741268724081254,0.35407531209412224,0.2966070916015511
0.7000000000000011,0.614078674428048,0.5534615474770768,0.4831306278699929,0.41245615133151525,0.3476060198248709
0.8000000000000007,0.6883902110299803,0.6239016858527273,0.5477239637040562,0.4701414381856009,0.3981982321376977
0.9000000000000004,0.7602743279102591,0.692510687589028,0.611071176963678,0.527045044177709,0.4483278339858863
1.0,0.8295990978628779,0.7591587974658414,0.6730626044463927,0.5830859490232095,0.4979407330534154
1.1000000000000014,0.8962671163675507,0.8237391187025224,0.7336009530888464,0.6381886435577716,0.5469848425299376
1.1999999999999993,0.9602136119058402,0.8861672296503913,0.7926015829095122,0.6922834609223303,0.5954102728325552
1.3000000000000007,1.0214039292678811,0.9463803550089194,0.849992569713156,0.745306834309358,0.6431695101947951
1.4000000000000021,1.0798305759009035,1.0043361717425425,0.9057145655037008,0.7972014810427012,0.6902175805596442
1.5,1.1355100093599153,1.0600113332487813,0.9597204787813359,0.8479165141600973,0.7365121972795232
1.6000000000000014,1.1884793231421218,1.11339979378045,1.011974999757941,0.8974074839546107,0.7820138912363529
1.6999999999999993,1.2387929622204055,1.1645110096779512,1.06245399706428,0.9456363530780366,0.8266861221493514
1.8000000000000007,1.2865195716081312,1.2133680857322853,1.1111438128637747,0.9925714097921042,0.8704953700343476
1.9000000000000021,1.331739053806339,1.2600059250520899,1.1580404825999628,1.0381871247555097,0.9134112060111483
2.0,1.3745398857971705,1.3044694301051076,1.203148904085754,1.0824639573481183,0.9554063419184307
2.1000000000000014,1.4150167244537182,1.3468117919290863,1.2464819784991565,1.1253881179564147,0.9964566584802149
2.1999999999999993,1.4532683113481724,1.3870928944495649,1.288059743284024,1.166951292882094,1.0365412120651738
2.3000000000000007,1.4893956740157426,1.4253778518028581,1.3279085141501115,1.2071503385998674,1.0756422203802427
2.400000000000002,1.5235006105151994,1.4617356887731021,1.3660600504836766,1.2459869519970461,1.1137450277334093
2.5,1.5556844371718395,1.4962381680047294,1.4025507556491186,1.2834673229961813,1.1508380507784772
2.6000000000000014,1.5860469751579218,1.528958762531421,1.4374209209838835,1.3196017756148164,1.1869127059087028
2.6999999999999993,1.6146857495055686,1.5599717682804528,1.470714019835076,1.354404403076551,1.2219633196898538
2.8000000000000007,1.641695373736167,1.5893515484319318,1.5024760558024082,1.3878927020785181,1.2559870239112605
2.900000000000002,1.6671670940677992,1.6171718996763507,1.5327549674614998,1.4200872107641986,1.288983636981983
3.0,1.6911884687416259,1.643505529356289,1.5616000902495724,1.4510111543684432,1.3209555335066752
3.1000000000000014,1.713843160078716,1.6684236320396806,1.5890616748933095,1.480690101911963,1.3519075039413901
3.1999999999999993,1.735210819201271,1.6919955541079754,1.6151904607276355,1.5091516367417281,1.3818466062548034
3.3000000000000007,1.7553670457497719,1.7142885353260358,1.6400373014691283,1.5364250431549664,1.4107820115073653
3.400000000000002,1.7743834072758795,1.735367516984816,1.6636528404398232,1.5625410108183555,1.438724845213086
3.5,1.7923275052077925,1.7552950069858024,1.686087231856149,1.587531358208549,1.4656880262703016
3.6000000000000014,1.8092630763205064,1.7741309930989333,1.7073899045736236,1.6114287758606287,1.4916861051434247
3.6999999999999993,1.8252501204727294,1.7919328965206403,1.7276093645824566,1.6342665898207223,1.5167351028523868
3.8000000000000007,1.8403450469872518,1.8087555587470432,1.7467930325563488,1.6560785453589708,1.5408523521853292
3.900000000000002,1.8546008334564144,1.8246512556317012,1.7649871128433268,1.6768986107089088,1.5640563423978444
4.0,1.8680671919608143,1.8396697332996763,1.782236490433303,1.6967608003573447,1.5863665685035402
4.100000000000001,1.8807907387139229,1.8538582613288985,1.7985846526250349,1.7156990172123674,1.6078033860999381
4.200000000000003,1.8928151640063395,1.8672616992805169,1.8140736323309585,1.7337469128226102,1.6283878725145575
4.300000000000001,1.9041814000403545,1.8799225732606226,1.8287439701904464,1.7509377647045619,1.6481416949016623
4.400000000000002,1.9149277848368733,1.8918811597277085,1.8426346929009931,1.7673043697523256,1.6670869857730939
4.5,1.9250902208803564,1.9031755742269048,1.8557833054155743,1.7828789526515585,1.6852462263090473
4.600000000000001,1.9347023275592408,1.9138418631378618,1.8682257948874559,1.7976930881922661,1.7026421376680585
4.700000000000003,1.9437955867737537,1.9239140968733,1.8799966444671181,1.8117776363696074,1.71929758040082
4.800000000000001,1.9523994813328571,1.933424463265235,1.8911288552669747,1.8251626891742727,1.7352354619704333
4.900000000000002,1.9605416259581712,1.9424033601311028,1.9016539750064707,1.8378775280007726,1.7504786522924316
5.0,1.9682478908646923,1.9508794862277599,1.911602132031964,1.8499505906401517,1.7650499071312475
5.100000000000001,1.975542518003948,1.9588799299825426,1.9210020735722177,1.8614094468704125,1.778971799125434
5.200000000000003,1.9824482301416735,1.9664302555417583,1.9298812072414087,1.8722807817109144,1.7922666561610985
5.300000000000001,1.9889863330049184,1.9735545858023422,1.938265644937783,1.882590385464184,1.8049565067710935
5.400000000000002,1.9951768107773835,1.980275682195566,1.946180248408137,1.8923631497281668,1.8170630322054604
5.5,2.001038415250635,1.9866150210759603,1.953648675856989,1.9016230686225306,1.8286075247956513
5.600000000000001,2.0065887489559384,1.9925928666368664,1.9606934290756115,1.9103932445330487,1.8396108522200536
5.700000000000003,2.0118443426093418,1.9982283403287648,1.9673359006509525,1.91869589773734,1.850093427270434
5.800000000000001,2.0168207272035286,2.003539486799947,1.9735964208889274,1.9265523793326986,1.8600751827170614
5.900000000000002,2.0215325010755167,2.008543336412998,1.9794943041515476,1.9339831869417285,1.8695755508736283
6.0,2.0259933922709243,2.0132559644166648,1.985047894363838,1.9410079827237217,1.8786134474707354
6.100000000000001,2.030216316514393,2.0176925468722127,1.9902746094953474,1.9476456132688662,1.8872072594579075
6.200000000000003,2.0342134310826276,2.0218674134476236,1.9951909848631262,1.9539141309982653,1.8953748363681044
6.300000000000001,2.037996184862213,2.025794097202835,1.9998127151390968,1.959830816735379,1.9031334848948567
6.400000000000002,2.0415753648593022,2.0294853814955505,2.004154694975476,1.9654122031538097,1.9104999663499005
6.5,2.044961139412959,2.0329533441406205,2.0082310581879645,1.9706740988424254,1.9174904966880268
6.600000000000001,2.0481630983486165,2.0362093989571957,2.0120552154584055,1.97563161276176,1.9241207488053653
6.700000000000003,2.0511902902930728,2.039264334837276,2.0156398905370043,1.9802991788955362,1.9304058568370692
6.800000000000001,2.054051257357831,2.042128352467286,2.0189971549395094,1.9846905809282358,1.9363604222001782
6.900000000000002,2.0567540673835185,2.044811098831268,2.0221384611473736,1.988818976804002,1.941998521146866
7.0,2.059306343924687,2.047321699620442,2.0250746743291845,1.9926969230440306,1.947333713612335
7.100000000000001,2.061715294141553,2.0496687896694583,2.027816102609991,1.9963363987191218,1.9523790531599443
7.200000000000003,2.0639877347531947,2.051860541534851,2.030372525921699,1.9997488289914453,1.9571470978437984
7.300000000000001,2.066130116195401,2.0539046923261433,2.0327532234728825,2.002945108154954,1.9616499218257415
7.400000000000002,2.068148545115763,2.0558085688948218,2.034966999880212,2.005935622117477,1.9658991275995583
7.5,2.0700488053287,2.057579111481172,2.0370222100065742,2.0087302702794663,1.9699058586900575
7.600000000000001,2.071836377343856,2.059222895913712,2.038926782552902,2.0113384867748008,1.9736808127086276
7.700000000000003,2.073516456572749,2.0607461544508276,2.040688242451956,2.0137692610481857,1.9772342546597979
7.800000000000001,2.075093970310555,2.0621547953491786,2.0423137321129214,2.016031157751562,1.9805760304053266
7.900000000000002,2.076573593582553,2.063454421238584,2.0438100315657626,2.018132335948759,1.9837155802033761
8.0,2.0779597639378964,2.0646503463783956,2.0451835775539786,2.0200805676234554,1.986661952250507
8.100000000000001,2.0792566952670652,2.0657476128658607,2.046440481623745,2.0218832554905166,1.9894238161634674
8.200000000000003,2.080468390713526,2.0667510058626983,2.0475865472565054,2.0235474501149566,1.9920094763462532
8.3,2.0815986547447074,2.0676650679020048,2.04862728609094,2.0250798663463483,1.9944268851955655
8.400000000000002,2.0826511044424554,2.0684941123337297,2.0495679332789463,2.026486899079409,1.9966836561047474
8.5,2.0836291800685207,2.0692422359632956,2.050413462018843,2.0277746383539297,1.998787076232563
8.600000000000001,2.0845361549564276,2.069913330934455,2.0511685973074973,2.028948883809159,2.0007441190087842
8.700000000000003,2.0853751447771463,2.070511095904226,2.0518378289515202,2.030015158509307,2.002561456353617
8.8,2.086149116222434,2.071039046554647,2.0524254238760467,2.03097872215804,2.004245470592469
8.900000000000002,2.0868608951463807,2.071500525483223,2.0529354377680367,2.031844583720742,2.0058022660515857
9.0,2.087513174202643,2.071898711511211,2.0533717260893756,2.0326175134739484,2.0072376803235836
9.100000000000001,2.088108520012075,2.0722366284463387,2.053737954493482,2.03330205450179,2.0085572951950645
9.200000000000003,2.0886493798928387,2.0725171533341924,2.0540376086775294,2.0339025336594996,2.009766447231206
9.3,2.0891380881827195,2.0727430242302405,2.0542740037008675,2.0344230720240932,2.0108702380146277
9.400000000000002,2.089576872181172,2.072916847522412,2.0544502927987,2.0348675948522756,2.0118735440379156
9.5,2.0899678577365934,2.0730411048321713,2.05456947571863,2.0352398410654233,2.0127810262509676
